Frequency of Total,Dollars In This PC,Purpose Code,Conner Estimate,Jamie Estimate,Final Estimate,Spider Estimate,Score,Score w/o PC,,
2.50E-06,"$436,898.00",IE-FOSTER-MEDIA BUY,,,,,,,,
2.50E-06,"$4,290.30",IE-FIMIAN-SIGNAGE,,,,,,,,
2.50E-06,"$55,000.00",IE-FLAKE-MICRO TARGETING,,,,,,,,
2.50E-06,"$1,754.68",IE-FIORINA-DOOR HANGERS,,,,,,,,
2.50E-06,"$58,415.21",IE-FIORINA-YARD SIGNS,,,,,,,,
2.50E-06,"$17,500.00",IE-FISCHER-ONLINE ADS,,,,,,,,
2.50E-06,"$15,000.00",IE-FITZPATRICK-ONLINE ADS,,,,,,,,
2.50E-06,$822.73,IE-FLAKE-AUTO CALLS,,,,,,,,
2.50E-06,$125.00,IE-FLAKE-BLOG POST,,,,,,,,
2.50E-06,"$3,500.00",IE-FLAKE-POLLING,,,,,,,,
2.50E-06,"$70,000.00",IE-FOSTER-DIGITAL ADVERTISING,,,,,,,,
2.50E-06,-$7.13,IE-FLAKE-TRAVEL ADJUSTMENT,,,,,,,,
2.50E-06,"$2,644.46",IE-FLAKE-TSHIRTS,,,,,,,,
2.50E-06,"$2,083.33",IE-FLAKE-VIDEO PRODUCTION,,,,,,,,
2.50E-06,$21.03,IE-FLAKE-VOLUNTEER CONNECT,,,,,,,,
2.50E-06,$25.00,IE-FLAKE-WALK LISTS,,,,,,,,
2.50E-06,$650.56,IE-FLAKETRAVEL,,,,,,,,
2.50E-06,"$10,000.00",IE-KATKO-ONLINE ADS,,,,,,,,
2.50E-06,"$68,800.00",IE-KATKO-ONLINE ADS-ESTIMATED,,,,,,,,
2.50E-06,"$25,000.00",IE-KELLY-VOTER SURVEY,,,,,,,,
2.50E-06,"$11,618.00",IE-MACK-YARD SIGNS/DOOR HANGERS,,,,,,,,
2.50E-06,$192.00,IE-MACK-SIGNAGE SHIPPING,,,,,,,,
2.50E-06,"$4,355.85",IE-MACK-T-SHIRTS,,,,,,,,
2.50E-06,$782.78,IE-MACK-VOLUNTEER COORDINATING,,,,,,,,
2.50E-06,"$425,000.00",IE-MACK-VOTER ID MAILING,,,,,,,,
2.50E-06,$65.00,IE-MACK-WALK LISTS,,,,,,,,
2.50E-06,$422.50,IE-MACK-YARD SIGN-SHIPPING,,,,,,,,
2.50E-06,"$29,328.58",IE-MAFFEI-CANDIDATE BOOKS,,,,,,,,
2.50E-06,$63.25,IE-MACK-POSTAGE,,,,,,,,
2.50E-06,"$9,000.00",IE-MAFFEI-ONLINE ADES,,,,,,,,
2.50E-06,"$74,775.00",IE-MAFFIE-ONLINE ADS,,,,,,,,
2.50E-06,"$9,521.00",IE-MANCHIN-YARD SIGNS,,,,,,,,
2.50E-06,$425.00,IE-MANDEL-BANNERS,,,,,,,,
2.50E-06,"$11,735.22",IE-MANDEL-CALL CENTER ROOM RENTAL,,,,,,,,
2.50E-06,$150.00,IE-MANDEL-DOOR HANGER DESIGN,,,,,,,,
2.50E-06,-$300.00,IE-MACK-RENT ADJUSTMENT,,,,,,,,
2.50E-06,"$28,830.00",IE-MACK-POLLING,,,,,,,,
2.50E-06,"$1,650.00",IE-MANDEL-DOOR HANGERS/PALM CARDS,,,,,,,,
2.50E-06,"$55,000.00",IE-MACK-MICRO TARGETING,,,,,,,,
2.50E-06,$875.00,IE-MACK-BANNERS,,,,,,,,
2.50E-06,"$18,370.00",IE-MACK-BUMPER STICKERS/YARD SIGNS/DOOR HANGERS,,,,,,,,
2.50E-06,$436.93,IE-MACK-CONF. CALLS,,,,,,,,
2.50E-06,"$5,778.00",IE-MACK-DOOR HANGERS/PALM CARDS,,,,,,,,
2.50E-06,$300.00,IE-MACK-EQUIPMENT RENTAL,,,,,,,,
2.50E-06,$657.01,IE-MACK-GRASSROOTS TRAINING,,,,,,,,
2.50E-06,$314.28,IE-MACK-OFFICE SUPPLIES-NAMETAGS,,,,,,,,
2.50E-06,$300.00,IE-MACK-PHONES,,,,,,,,
2.50E-06,$73.70,IE-MACK-OFFICE SUPPLIES-PAPER,,,,,,,,
2.50E-06,$55.95,IE-MACK-OFFICE SUPPLIES-PENS,,,,,,,,
2.50E-06,$111.69,IE-MACK-OFFICE SUPPLIES-PRINTING,,,,,,,,
2.50E-06,"$3,000.00",IE-MACK-ONLINE AD,,,,,,,,
2.50E-06,$62.50,IE-MACK-ONLINE BLOG,,,,,,,,
2.50E-06,$125.00,IE-MACK-ONLINE BLOGS,,,,,,,,
2.50E-06,"$38,189.00",IE-MANDEL-DOOR HANGERS/BUMPER STICKERS/PALM CARDS,,,,,,,,
2.50E-06,"$5,890.00",IE-MANDEL-DOOR HANGERS/YARD SIGNS,,,,,,,,
2.50E-06,"$50,000.00",IE-LUGAR-VOTER ID,,,,,,,,
2.50E-06,"$4,335.00",IE-MARINO-SIGNAGE,,,,,,,,
2.50E-06,"$1,086.30",IE-MANESS-ONLINE PROCESSING FEES,,,,,,,,
2.50E-06,$418.99,IE-MANESS-PHONE PROCESSING,,,,,,,,
2.50E-06,"$9,000.00",IE-MANESS-VOTER DATA,,,,,,,,
2.50E-06,"$12,000.00",IE-MANESS-VOTOR DATA,,,,,,,,
2.50E-06,"$3,314.56",IE-MANZULLO-TELEMARKETING,,,,,,,,
2.50E-06,"$2,000.00",IE-MANZULLO-WEB ADS,,,,,,,,
2.50E-06,"$10,000.00",IE-MARKEY-ONLINE ADS/WEB DESIGN,,,,,,,,
2.50E-06,"$14,750.00",IE-MANESS-MEDIA BUY,,,,,,,,
2.50E-06,"$2,925.00",IE-MARKEY-TELEMARKETING-ESTIMATED,,,,,,,,
2.50E-06,"$2,805.28",IE-MASSIE-TELEMARKETING,,,,,,,,
2.50E-06,"$150,000.00",IE-MASTO-MEDIA BUY,,,,,,,,
2.50E-06,$357.15,IE-MATHESON-VOTER BOOKS,,,,,,,,
2.50E-06,"$10,873.64",IE-MATHIS-DIRECT MAIL PRODUCTION,,,,,,,,
2.50E-06,$250.55,IE-MATHIS-ONLINE PROCESSING,,,,,,,,
2.50E-06,"$2,500.00",IE-MANESS-MEDIA PRODUCTION,,,,,,,,
2.50E-06,$25.50,IE-MANESS-MAIL PROCESSING,,,,,,,,
2.50E-06,"$22,413.28",IE-MANDEL-EMAIL LIST RENTALL,,,,,,,,
2.50E-06,$400.00,IE-MANDEL-POSTAGE,,,,,,,,
2.50E-06,$269.38,IE-MANDEL-EQUIPMENT RENTAL,,,,,,,,
2.50E-06,$640.00,IE-MANDEL-EST. STAFF & OVERHREAD,,,,,,,,
2.50E-06,"$22,500.00",IE-MANDEL-MICRO TARGETING,,,,,,,,
2.50E-06,$142.91,IE-MANDEL-OFFICE SUPPLIES-PRINTING SUPPLIES,,,,,,,,
2.50E-06,"$2,406.25",IE-MANDEL-ONLINE AD,,,,,,,,
2.50E-06,"$4,925.90",IE-MANDEL-ONLINE PROCESSING FEES,,,,,,,,
2.50E-06,$48.91,IE-MANDEL-POSTER PRODUCTION,,,,,,,,
2.50E-06,"$425,000.00",IE-MANDEL-VOTER ID MAILING,,,,,,,,
2.50E-06,$2.00,IE-MANDEL-RESEARCH,,,,,,,,
2.50E-06,"$14,457.00",IE-MANDEL-RESEARCH/PRINT PRODUCTION,,,,,,,,
2.50E-06,"$1,370.93",IE-MANDEL-SIGNAGE/BUMPER STICKERS/DOOR HANGERS,,,,,,,,
2.50E-06,"$5,659.00",IE-MANDEL-SIGNAGE/DOOR HANGERS/BUMPER STICKERS,,,,,,,,
2.50E-06,$46.54,IE-MANDEL-STAFF & OVERHEAD,,,,,,,,
2.50E-06,$608.18,IE-MANDEL-VOLUNTEER COORDINATING,,,,,,,,
2.50E-06,"$25,007.00",IE-LYNCH-PHONE CALLING,,,,,,,,
2.50E-06,"$2,177.50",IE-LUGAR-STAGE RENTAL,,,,,,,,
2.50E-06,"$2,430.58",IE-KEOWN-DOOR HANGERS,,,,,,,,
2.50E-06,"$4,266.00",IE-LANDRY-TSHIRTS,,,,,,,,
2.50E-06,"$3,000.00",IE-LANDRY-GRASSROOTS ORGANINZING,,,,,,,,
2.50E-06,"$55,000.00",IE-LANDRY-MICRO TARGETING,,,,,,,,
2.50E-06,$90.00,IE-LANDRY-PHONES,,,,,,,,
2.50E-06,"$3,000.00",IE-LANDRY-RENT,,,,,,,,
2.50E-06,"$2,025.00",IE-LANDRY-T-SHIRTS,,,,,,,,
2.50E-06,"$25,007.00",IE-LANDRY-TELEMARKETING,,,,,,,,
2.50E-06,$92.23,IE-LANDRY-VOLUNTEER COORDINATING,,,,,,,,
2.50E-06,"$7,500.00",IE-LANDRY-DOOR HANGERS,,,,,,,,
2.50E-06,"$99,994.00",IE-LANDRY-VOTER ID MAILING,,,,,,,,
2.50E-06,"$21,498.00",IE-LAWSON-ONLINE ADS,,,,,,,,
2.50E-06,"$82,250.00",IE-LEE-BLAST EMAIL,,,,,,,,
2.50E-06,$500.00,IE-LEE-DIRECT MAIL FEE,,,,,,,,
2.50E-06,"$2,000.00",IE-LEE-EMAIL LIST RENTAL,,,,,,,,
2.50E-06,$150.00,IE-LEE-FLYER DESIGN,,,,,,,,
2.50E-06,$65.55,IE-LANDRY-DOOR MAGNETS,,,,,,,,
2.50E-06,"$125,000.00",IE-LANDRY-CANVASSING,,,,,,,,
2.50E-06,$858.90,IE-LEE-LIST PURCHASE,,,,,,,,
2.50E-06,"$6,666.67",IE-KUSTER-ONLINE ADS,,,,,,,,
2.50E-06,"$1,150.00",IE-KEOWN-SIGNAGE,,,,,,,,
2.50E-06,$158.13,IE-KERRY-DESIGN SERVICES,,,,,,,,
2.50E-06,"$3,900.16",IE-KERRY-SIGNAGE,,,,,,,,
2.50E-06,"$10,000.00",IE-KING-ONLINE ADS,,,,,,,,
2.50E-06,"$10,000.00",IE-KIRK-MEDIA PRODCUTION,,,,,,,,
2.50E-06,"$42,474.53",IE-KIRKPATRICK-DIRECT MAIL/BROCHURES,,,,,,,,
2.50E-06,"$1,077.38",IE-LAMONTAGNE-EMAIL LIST USAGE,,,,,,,,
2.50E-06,"$3,450.00",IE-LANDRIEU-YARD SIGNS,,,,,,,,
2.50E-06,$87.50,IE-LANDREIU-VOTER DATA,,,,,,,,
2.50E-06,$450.00,IE-LANDRIEU-DOOR HANGERS,,,,,,,,
2.50E-06,"$20,597.50",IE-LANDRIEU-MEDIA BUY,,,,,,,,
2.50E-06,"$4,900.00",IE-LANDRIEU-MEDIA PRODUCTION,,,,,,,,
2.50E-06,"$10,000.00",IE-LANDRIEU-ONLINE ADS,,,,,,,,
2.50E-06,$25.00,IE-LANDRIEU-TELEMARKETING,,,,,,,,
2.50E-06,$150.00,IE-LEE-FLYER PRODUCTION,,,,,,,,
2.50E-06,$186.10,IE-LEE-ONLNE PROCESSING,,,,,,,,
2.50E-06,$375.55,IE-LUGAR-SHIPPING,,,,,,,,
2.50E-06,$740.00,IE-LUGAR-BUMPER STICKERS/SHIPPING,,,,,,,,
2.50E-06,"$1,881.00",IE-LOVE-SIGNAGE SHIPPING,,,,,,,,
2.50E-06,"$25,007.00",IE-LOVE-VOTER CALLS,,,,,,,,
2.50E-06,"$99,994.00",IE-LOVE-VOTER ID MAILING,,,,,,,,
2.50E-06,$300.00,IE-LOVE-WALKING MAPS,,,,,,,,
2.50E-06,"$15,000.00",IE-LUGAR-ADVERTISING,,,,,,,,
2.50E-06,$801.35,IE-LUGAR-BUMPER STICKERS,,,,,,,,
2.50E-06,"$16,299.62",IE-LUGAR-DIRECT MAIL,,,,,,,,
2.50E-06,"$2,000.00",IE-LOVE-GRASSROOTS ORGANZING,,,,,,,,
2.50E-06,$872.00,IE-LUGAR-LAWNSIGNS,,,,,,,,
2.50E-06,"$7,508.96",IE-LUGAR-MESSAGE MANAGEMENT,,,,,,,,
2.50E-06,$72.06,IE-LUGAR-OFFICE SUPPLIES,,,,,,,,
2.50E-06,$320.00,IE-LUGAR-PALM CARD SHIPPING,,,,,,,,
2.50E-06,$133.75,IE-LUGAR-PALMCARDS,,,,,,,,
2.50E-06,$100.00,IE-LUGAR-PHONEBANKING,,,,,,,,
2.50E-06,"$22,500.00",IE-LOVE-MICRO TARGETING,,,,,,,,
2.50E-06,"$3,000.00",IE-LOVE-GRASSROOTS ORGANIZNG,,,,,,,,
2.50E-06,$327.90,IE-LEE-POSTAGEA,,,,,,,,
2.50E-06,"$10,000.00",IE-LILJENQUIST-ADVERTISING,,,,,,,,
2.50E-06,$586.32,IE-LEE-SHIPPING,,,,,,,,
2.50E-06,"$1,074.49",IE-LEE-SHIPPING LABELS AND REPLY ENVELOPES,,,,,,,,
2.50E-06,"$2,319.24",IE-LEE-SHIPPING SUPPLIES,,,,,,,,
2.50E-06,$914.04,IE-LEE-VOTER CALLS,,,,,,,,
2.50E-06,$699.58,IE-LEE-VOTER LIST PURCHASE,,,,,,,,
2.50E-06,"$1,212.00",IE-LEE-YARD SIGNS,,,,,,,,
2.50E-06,"$4,437.00",IE-LILJENQUIST-DOOR HANGERS/YARD SIGNS,,,,,,,,
2.50E-06,"$3,000.00",IE-LOVE-GRASSROOTS ORGANIZING,,,,,,,,
2.50E-06,"$7,590.00",IE-LILJENQUIST-SIGNAGE,,,,,,,,
2.50E-06,"$12,312.00",IE-LILJENQUIST-SIGNS/DOOR HANGERS,,,,,,,,
2.50E-06,"$40,000.00",IE-LOBIONDO-MEDIA BUY,,,,,,,,
2.50E-06,"$7,841.21",IE-LOBIONDO-MEDIA PRODUCTION,,,,,,,,
2.50E-06,"$12,000.00",IE-LOBIONDO-ONLINE ADS,,,,,,,,
2.50E-06,$7.76,IE-LOVE-EMAIL/SOCIAL MEDIA/PRINTING,,,,,,,,
2.50E-06,$2.49,IE-SMITH-FOOD/BEVRAGE,,,,,,,,
2.50E-06,$125.30,IE-SMITH-LIST PURCHASE,,,,,,,,
2.50E-06,"$5,271.00",MAILER (ROSS SUPREME COURT MAILER 2),,,,,,,,
2.50E-06,$780.52,INV. # 84734 - HARD HAT STICKERS - OBAMA CAMPAIGN,,,,,,,,
2.50E-06,$110.00,LITERATURE - HANDOUTS,,,,,,,,
2.50E-06,"$8,443.00",LITERATURE AND CANVASS,,,,,,,,
2.50E-06,"$23,077.53",LITERATURE AND PRINTING,,,,,,,,
2.50E-06,"$3,060.00",LITERATURE DISTRIBUTED VIA CANVASS - 10/22/2012,,,,,,,,
2.50E-06,"$1,562.50",LITERATURE DISTRIBUTED VIA CANVASS - 11/01/2012,,,,,,,,
2.50E-06,$570.71,LITERATURE DISTRIBUTINO,,,,,,,,
2.50E-06,$625.00,LITERATURE PRINTING,,,,,,,,
2.50E-06,"$35,220.00",LITERATURE PRINTING AND SHIPPING (ESTIMATE),,,,,,,,
2.50E-06,"$8,856.75","LIVE CALLS - 07/29/12, 07/30/12",,,,,,,,
2.50E-06,"$6,893.25",LIVE CALLS - 08/01/2012,,,,,,,,
2.50E-06,"$1,032.85",LIVE CALLS - 08/05/2012,,,,,,,,
2.50E-06,"$2,801.50",LIVE CALLS - 08/06/2012,,,,,,,,
2.50E-06,"$5,398.68",LIVE CALLS - 10/13/2012,,,,,,,,
2.50E-06,"$6,492.36",LIVE CALLS - 10/14/2012,,,,,,,,
2.50E-06,"$3,177.72",LIVE CALLS - 10/15/2012,,,,,,,,
2.50E-06,"$9,595.00",LITERATURE - DOOR HANGERS,,,,,,,,
2.50E-06,"$2,064.88",LITERATURE (DOOR HANGERS) FOR PA CANVASS,,,,,,,,
2.50E-06,"$1,879.25",LITERATURE (BALLOT),,,,,,,,
2.50E-06,$30.22,LIST RENTAL MAIL #2,,,,,,,,
2.50E-06,$510.50,LIST RENTAL FEES FOR 7/27,,,,,,,,
2.50E-06,"$2,500.00",LIST RENTAL FEES FOR MAILING,,,,,,,,
2.50E-06,"$10,000.00",LIST RENTAL FEES- NATIONALLY DISTRIBUTED,,,,,,,,
2.50E-06,$85.00,LIST RENTAL FOR E-MAIL,,,,,,,,
2.50E-06,$60.00,LIST RENTAL FOR EMAILS,,,,,,,,
2.50E-06,$235.39,LIST RENTAL FOR MAILING SERVICES,,,,,,,,
2.50E-06,$768.51,LIST RENTAL MAIL #2 AND 10.26/11.01 EMAILS,,,,,,,,
2.50E-06,$52.50,LITERATUR DIST,,,,,,,,
2.50E-06,"$5,506.85",LIST RENTAL- 10/20/16 - 11/8/2016,,,,,,,,
2.50E-06,"$9,520.85",LIST RENTAL--THIS CORRECTS AMOUNT FROM $12250 DUE TO RECVG ACTUAL BILL,,,,,,,,
2.50E-06,"$10,000.00",LIST RENTAL/CREATIVE FEES,,,,,,,,
2.50E-06,$772.35,LIST RENTALS,,,,,,,,
2.50E-06,"$2,250.00",LISTS AND SHIPPING - NON-CONTRIBUTION ACCOUNT,,,,,,,,
2.50E-06,$581.82,LIT BERNIE SIGNS,,,,,,,,
2.50E-06,"$15,200.00",LIVE CALLS - 10/26/2010,,,,,,,,
2.50E-06,$745.00,LIVE CALLS ANTI STATE SEN. YEE FOR SUPPORTING TRUMP,,,,,,,,
2.50E-06,"$6,637.72",LIVE CALLS IN SUPPORT OF ILYA SHEYMAN,,,,,,,,
2.50E-06,"$537,539.19",MAD SCIENTIST PLACEMENT\TTV PURCHASE,,,,,,,,
2.50E-06,$200.00,LUNCH BUS TRIP,,,,,,,,
2.50E-06,"$4,075.47",LUNCH EVENT,,,,,,,,
2.50E-06,"$1,664.85",LUNCH FOR BUS TRIP,,,,,,,,
2.50E-06,$50.81,LUNCH FOR STAFF DOING VOTER OUTREACH,,,,,,,,
2.50E-06,$78.89,LUNCH FOR VIDEO SHOOT,,,,,,,,
2.50E-06,$111.78,LUNCH WITH SPEAKER FOR PRESS CONFERENCE,,,,,,,,
2.50E-06,"$19,340.62",MAD SCIENTIST PRODUCTION\TTV PRODUCTION,,,,,,,,
2.50E-06,$78.83,LUNCH,,,,,,,,
2.50E-06,"$23,612.16",MAFFEI-A VOICE FOR CENTRAL NY,,,,,,,,
2.50E-06,"$23,612.16",MAFFEI-CHOOSE YOUR OWN DOCTOR,,,,,,,,
2.50E-06,"$23,612.16",MAFFEI-MEDICARE,,,,,,,,
2.50E-06,$900.00,MAGAZINE AD SUPPORTING SHARRON ANGLE,,,,,,,,
2.50E-06,$750.00,MAGAZINE ADVERTISEMENT,,,,,,,,
2.50E-06,"$1,079.25","MAGAZINE ARTICLE, PRINTING AND SHIPPING, NATIONALLY DISTRIBUTED - $22.03 PER STATE FOR 49 STATES",,,,,,,,
2.50E-06,"$4,465.80",LUNCH BAGS SUPPORTING HILLARY CLINTON FOR PRESIDENT,,,,,,,,
2.50E-06,"$16,766.48",LUMP SUM PAYMENT FOR CANVASSING AND DISTRIBUTING MATERIALS FROM 7/30/12-8/12/12,,,,,,,,
2.50E-06,"$6,222.45",LIVE PAID PHONES,,,,,,,,
2.50E-06,$588.75,LODGING FOR VOLUNTEER EVENT (ALSO SUPPORTING MAGGIE HASSAN),,,,,,,,
2.50E-06,"$18,650.00",LIVE VOTER CONTACT,,,,,,,,
2.50E-06,"$29,920.00",LIVE VOTER CONTACT - PHONE,,,,,,,,
2.50E-06,$112.21,LLIST RENTAL,,,,,,,,
2.50E-06,$300.00,LOCATION RENTAL FOR OBAMACIN ONLINE AD FILMING,,,,,,,,
2.50E-06,$454.53,LODGING FOR S. MCDADE,,,,,,,,
2.50E-06,$144.48,LODGING FOR STAFF,,,,,,,,
2.50E-06,"$3,915.00",LODGING FOR VOLUNTEERS,,,,,,,,
2.50E-06,"$28,828.19",LUMP SUM PAYMENT FOR CANVASSING AND DISTRIBUTING MATERIALS 7/19/12-7/29/12,,,,,,,,
2.50E-06,$199.36,LODGING FOR VOTER ENGAGEMENT CANVASSER,,,,,,,,
2.50E-06,"$8,750.00",LODGNG FOR CANVASSING DEPLOYMENT 11/5-11/6,,,,,,,,
2.50E-06,"$8,750.00",LODING FOR CANVASSING DEPLOYMENT 11/5-11/6,,,,,,,,
2.50E-06,"$34,500.00",LONG SLEEVE T-SHIRTS,,,,,,,,
2.50E-06,"$29,341.34",LUMP PAYMENT FOR CANVASSING AND DISTRIBUTING MATERIALS FROM 8/13/12-8/26/12,,,,,,,,
2.50E-06,"$40,500.00",LUMP PAYMENT FOR VOTER OUTREACH CALLING SERVICES,,,,,,,,
2.50E-06,"$9,635.29",LIST RENTAL FEES FOR 7/20-7/26,,,,,,,,
2.50E-06,"$2,625.00",LIST RENTAL - VOTE FOR HILLARY CLINTON (ESTIMATED),,,,,,,,
2.50E-06,"$5,506.85",LIST RENTAL - 10/20/2016 - 11/8/2016,,,,,,,,
2.50E-06,$635.00,"KUEHN PRINTING, LLC, 401 N. QUINCY, GREEN BAY, WI (STUDENT LITERATURE)",,,,,,,,
2.50E-06,$962.42,JUNE MONTHLY FACEBOOK ADVERTISING,,,,,,,,
2.50E-06,"$5,000.00",JUNE MONTHLY MEDIA PRODUCTION COSTS,,,,,,,,
2.50E-06,$544.75,JUNE MONTHLY ONLINE ADVERTISING FEES,,,,,,,,
2.50E-06,"$4,708.81",JUNE MONTHLY OUTBOUND CALLING COSTS,,,,,,,,
2.50E-06,"$6,269.94",JUNE MONTHLY OUTBOUND PHONE FEES,,,,,,,,
2.50E-06,"$8,000.00",KICK-OFF PRESS CONFERENCE,,,,,,,,
2.50E-06,"$1,545.00","KUEHN PRINTING, LLC, 401 N. QUINCY, GREEN BAY, WI 54301 (PALMCARDS)",,,,,,,,
2.50E-06,"$7,059.97",JUNE MONTHLY DIRECT MAIL FEES,,,,,,,,
2.50E-06,"$1,150.00",KXNT 100.5 FM RADIO ADS ON 11/2 (PAID ON 11/1),,,,,,,,
2.50E-06,$367.98,KYOCERA MFC PRINTER YORK,,,,,,,,
2.50E-06,$24.85,LABELS FOR COLLATERAL MATERIAL,,,,,,,,
2.50E-06,"$3,574.00","LABOR - BLOCK WALKERS, PHONE CALLS",,,,,,,,
2.50E-06,"$19,095.00",LABOR - BLOCKWALKERS/PHONE CALLERS,,,,,,,,
2.50E-06,"$17,922.73","LABOR - PHONE BANKS, BLOCK WALKERS",,,,,,,,
2.50E-06,$740.82,JUNE MONTHLY EXTERNAL DEPLOYMENT COSTS,,,,,,,,
2.50E-06,"$8,369.43",JULY MONTHLY OUTBOUND PHONE FEES,,,,,,,,
2.50E-06,$0.00,LABOR COSTS - PHONE BANK INTERNS,,,,,,,,
2.50E-06,"$40,000.00",IOWA PHONE CALLS 11/25-11/27,,,,,,,,
2.50E-06,"$12,242.86",INV.# 0025342-IN - T-SHIRTS,,,,,,,,
2.50E-06,$199.54,INV.# 11290 - SIGNS,,,,,,,,
2.50E-06,$152.97,INVOICE # 84698 - MARK CRITZ HARD HAT STICKERS,,,,,,,,
2.50E-06,"$2,950.22",INVOICE # 84698 - OBAMA BUMPER STICKERS,,,,,,,,
2.50E-06,$856.50,INVOICE 23541 - MCGINTY T-SHIRTS,,,,,,,,
2.50E-06,$856.50,INVOICE 23541 - STRICKLAND T-SHIRTS,,,,,,,,
2.50E-06,"$15,229.50",IPADS FOR CANVASSING (ALSO OPPOSES J.D. WINTEREGG AND ERIC GURR),,,,,,,,
2.50E-06,$601.70,JOSH PHILLIPS FLIGHT TO MONTANA,,,,,,,,
2.50E-06,"$10,264.00",ITOUCH RENTAL (ESTIMATE),,,,,,,,
2.50E-06,$880.00,JACKETS & T-SHIRTS,,,,,,,,
2.50E-06,$450.00,"JACKSON, MS RADIO SPOT LICENSE, ANNOUNCERS, DUBBING - 'NAME FOR HIMSELF'",,,,,,,,
2.50E-06,$199.00,JOB AC,,,,,,,,
2.50E-06,$680.49,JOE DIO GUARDI POST CARD MAILING,,,,,,,,
2.50E-06,"$150,000.00",JOINT CANVASS,,,,,,,,
2.50E-06,"$8,697.48",LABOR AND PRINTING FOR MAILPIECE,,,,,,,,
2.50E-06,"$17,073.75",LABOR FOR MAIL JPIECE,,,,,,,,
2.50E-06,$553.19,LIST RENAL,,,,,,,,
2.50E-06,"$7,537.18",LIST ACQUISITION 'GOTV OBAMACARE QUIZ',,,,,,,,
2.50E-06,$420.00,LICENSING AND EDITING FOR MEDIA PRODUCTION,,,,,,,,
2.50E-06,"$84,795.55",LIFE OPERATOR ADVOCACY CALLS,,,,,,,,
2.50E-06,$2.25,LIGHT RAIL FARE,,,,,,,,
2.50E-06,$700.00,LIGHTING FOR ONLINE VIDEO PRODUCTION,,,,,,,,
2.50E-06,$245.40,LIGHTING SERVICES FOR MURAL,,,,,,,,
2.50E-06,"$3,000.00",LINK DISTRIBUTION,,,,,,,,
2.50E-06,"$4,607.12",LIST ACQUISITION OBAMACARE QUIZ,,,,,,,,
2.50E-06,"$13,763.44","LETTER PRINTING, ADDRESSING, POSTAGE",,,,,,,,
2.50E-06,"$11,896.33",LIST ACQUISITION PRODUCTION PRINTING AND POSTAGE OF MAILER,,,,,,,,
2.50E-06,"$3,625.01",LIST BROKERING,,,,,,,,
2.50E-06,"$5,376.24",LIST COST,,,,,,,,
2.50E-06,$987.33,"LIST PURCHASE  (NY VIDEO, DISSEMINATED 9/9)",,,,,,,,
2.50E-06,"$2,800.27","LIST PURCHASE (NV VIDEO, DISSEMINATED 9/7)",,,,,,,,
2.50E-06,$30.40,LIST PURCHASE FOR POSTCARD,,,,,,,,
2.50E-06,"$5,000.00",LICENSE OF PROPIETARY LIST FOR EMAIL COMMUNICATIONS,,,,,,,,
2.50E-06,"$2,156.43",LETTER MAILING,,,,,,,,
2.50E-06,"$6,321.81",LABOR FOR MAIL PIECEE,,,,,,,,
2.50E-06,"$67,417.90",LATINO MEDIA FEES,,,,,,,,
2.50E-06,"$1,302.96","LABOR, POSTAGE AND PRINTING FOR POSTCARDS",,,,,,,,
2.50E-06,"$15,586.55","LABOR, POSTAGE, AND PRINTING FOR  MAILPIECE",,,,,,,,
2.50E-06,"$12,293.86","LABOR, POSTAGE, AND PRINTING FOR POSTCARD",,,,,,,,
2.50E-06,"$62,111.07","LABOR, POSTAGE, PRINTING FOR POSTCARDS",,,,,,,,
2.50E-06,$850.00,LAPEL STICKERS FOR CANVASSERS,,,,,,,,
2.50E-06,"$26,410.34",LATINO DIRECT MAIL ON ROMNEY COURT,,,,,,,,
2.50E-06,"$2,567.00",LATINO RELEVISION ADS,,,,,,,,
2.50E-06,"$22,875.14",LETTER,,,,,,,,
2.50E-06,"$30,000.00",LAWN SIGN CREATION AND DISTRIBUTION,,,,,,,,
2.50E-06,"$30,000.00",LEGAL COUNSEL,,,,,,,,
2.50E-06,"$15,938.75",LEGAL FEES (ESTIMATE),,,,,,,,
2.50E-06,$627.50,LEGAL FEES-CONTRIBUTION QUESTIONS,,,,,,,,
2.50E-06,"$21,250.00",LET'S NO LOSE MOMENTUM VIDIEO PRODUCTION.,,,,,,,,
2.50E-06,"$21,250.00",LETS NOT LOSE MOMENTUM VIDEO PRODUCTION,,,,,,,,
2.50E-06,"$1,374.55","MAGAZINE ARTICLE, PRINTING AND SHIPPING, NATIONALLY DISTRIBUTED - $28.06 PER STATE FOR 49 STATES",,,,,,,,
2.50E-06,$287.42,MAGAZINE FLIERS,,,,,,,,
2.50E-06,$287.42,MAGAZINE FLIERS: HARRY REID VOTES,,,,,,,,
2.50E-06,"$35,040.79",MAIL PRODUCTION PRINTING POSTAGE (HAGAN 5),,,,,,,,
2.50E-06,"$22,846.90",MAIL PRODUCTION PRINTING POSTAGE (DEFEAT LANDRIEU 5),,,,,,,,
2.50E-06,"$94,400.00",MAIL PRODUCTION PRINTING POSTAGE (DEFEAT NUNN 1),,,,,,,,
2.50E-06,"$94,400.00",MAIL PRODUCTION PRINTING POSTAGE (DEFEAT NUNN 2),,,,,,,,
2.50E-06,"$94,400.00",MAIL PRODUCTION PRINTING POSTAGE (DEFEAT NUNN 3),,,,,,,,
